Document Title,Authors,Publication Title,Publication Year,Start Page,End Page,>= 4,Abstract,Abstract Level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Agility and quality attributes in open source software projects release practices,"Da Silva A.C.B.G., De Figueiredo Carneiro G., De Paula A.C.M., Monteiro M.P., Brito E Abreu F.","Proceedings - 2016 10th International Conference on the Quality of Information and Communications Technology, QUATIC 2016",2017,107,112,,"Context: The need to accelerate software delivery, supporting faster time-to-market and frequent community developers/ users feedback are issues that have lead to relevant changes in software development practices. Many Open Source Software (OSS) projects have engaged to achieve this through the adoption of agile practices in software release practices. Problem: There is no secondary study in the literature discussing evidences of the influence of agile approaches in OSS projects release practices. Goal: Identify published reports in the literature that characterize to which extent agility has influenced release approaches in OSS projects. Method: The characterization of studies followed a fivephase process to present a panoramic view of software releases practices in the context of OSS projects. Results: The overall data collected from 14 studies published from January 2006 to January 2016 depicted the following scenario: nine issues that characterize the advantages/influence of agility in OSS release approaches; four challenge issues in this approach; three possibilities of implementation and two main motivations towards the adoption of software release approaches through agility; and finally three main strategies to implement it. Conclusion: This study provides an up-to-date and structured understanding of the influence of agility on OSS projects release approaches based on findings systematically collected from a list of relevant references in the last decade. © 2016 IEEE.", , ,10.1109/QUATIC.2016.029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013821776&doi=10.1109%2fQUATIC.2016.029&partnerID=40&md5=49570f8bb5c38de7b06b2a51971f32d7, 
Applying agile programming and design patterns in IT domain,"Dattatreya V., Chalapati Rao K.V., Rayudu V.M.",Lecture Notes in Electrical Engineering,2017,71,78,,"Agile software development methods have recently become popular in software engineering. Agile methods emphasize simplicity and the elimination of work that is not absolutely necessary. These techniques give preference for working software which satisfies all stake holders, and leads to a successful completion in shorter time frames, giving much importance to real-time communication. Design Patterns have been widely used by many software developers. Recent statistics reveals that patterns can have a beneficial impact on software quality. In brief, what is needed for today’s software development scenario is a combination of Agile Methodologies for faster development and usage of Design Patterns for maximizing design reusability. The combined approach applied to the software development leads to robust, secure and almost risks free software which has adaptability to accommodate rapid requirements changes. Section 1 of this paper explains the Agile Development Methodologies. Section 2 outlines the Design Patterns, while 3rd and 4th sections elaborate case studies for the combined approach. © Springer Science+Business Media Singapore 2017.", , ,10.1007/978-981-10-1540-3_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998546816&doi=10.1007%2f978-981-10-1540-3_8&partnerID=40&md5=cc3a09148b758377144558afbbecd434, 
Implementation of a web and mobile solution for vehicular management based on Aspects Architecture and Agile Methodologies: An educational approach from theory to practice [Implementación de una solución web y móvil para la gestión vehicular basada en Arquitectura de Aspectos y metodologías ágiles: Un enfoque educativo de la teoría a la práctica],Quezada-Sarmiento P.A.,RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,2017,98,111,,"In this article, the analysis, application of agile methodologies, and technologies open source used in the development of a web and mobile application, to automated, and control the automotive fleet of the Technical University of Loja (UTPL) it was detailed; this application it was development by educational component of Web Programming in the Affective Computational Project. The purposes, the use of the aspect oriented programming paradigm (POA) and the agile development methodology ICONIX were established. Within the essential functions of the web application is the management of vehicles that involved registration: fuel and maintenance orders, invoices, suppliers, drivers and vehicles; In addition to the management of vehicle loans that involved the registration of applications, inputs, outputs and vehicle status. As an additional contribution is the construction of the mobile application that includes the same functional qualities of web applications but offering another one of a mobile device such as use through cellphones or tablets, facilitating interaction and usability based on the time and place where people requires it. Once the web application has been implemented, users and the administrator will have the ability to access all the services that it presents in an interactive and truthful way, helping to better control, management and usability based on the time and place where the people requires it.", , ,10.17013/risti.25.98-111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041623492&doi=10.17013%2fristi.25.98-111&partnerID=40&md5=685a8650af6a307cf2287220cb7a1771, 
The future of software development methods,"Fitzgerald B., Stol K.-J.",The Routledge Companion to Management Information Systems,2017,125,137,,"Most of the software development methods in use today are founded on concepts that emerged in the early decades of the software industry – the systems development life cycle, object orientation, agile and lean methods, open source, software product lines, software patterns – the list goes on. However there are several disruptive elements present in the current software landscape – software ecosystems, servitization, the Internet of Things, parallel processing, cognitive computing, quantum computing – that pose significant challenges in terms of the software development methods that might be appropriate. We suggest that these disruptive elements highlight the need to create new software development methods more appropriate to the needs of the current development environment. © 2018 selection and editorial matter, Robert D. Galliers and Mari-Klara Stein; individual chapters, the contributors.", , ,10.4324/9781315619361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050306977&doi=10.4324%2f9781315619361&partnerID=40&md5=62d93dc76958bf5deaffbe5cd0ffb80f, 
A lightweight approach for estimating probability in risk-based software testing,"Ramler R., Felderer M., Leitner M.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2017,115,128,,"Using risk information in testing is requested in many testing strategies and recommended by international standards. The resulting, widespread awareness creates an increasing demand for concrete implementation guidelines and for methodological support on risk-based testing. In practice, however, many companies still perform risk-based testing in an informal way, based only on expert opinion or intuition. In this paper we address the task of quantifying risks by proposing a lightweight approach for estimating risk probabilities. The approach follows the “yesterday’s weather” principle used for planning in Extreme Programming. Probability estimates are based on the number of defects in the previous version. This simple heuristic can easily be implemented as part of risk-based testing without specific prerequisites. It suits the need of small and medium enterprises as well as agile environments which have neither time nor resources for establishing elaborated approaches and procedures for data collection and analysis. To investigate the feasibility of the approach we used historical defect data from a popular open-source application. Our estimates for three consecutive versions achieved an accuracy of 73% to 78% and showed a low number of critical overestimates (<4%) and few underestimates (<1%). For practical risk-based testing such estimates provide a reliable quantitative basis that can be easily augmented with the expert knowledge of human decision-makers. Furthermore, these results also define a baseline for future research on improving probability estimation approaches. © 2017, Springer International Publishing AG.", , ,10.1007/978-3-319-57858-3_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018423010&doi=10.1007%2f978-3-319-57858-3_9&partnerID=40&md5=d50fe81fa7622561f3138511d883c035, 
Test coverage of impacted code elements for detecting refactoring faults: An exploratory study,"Alves E.L.G., Massoni T., Machado P.D.D.L.",Journal of Systems and Software,2017,223,238,,"Refactoring validation by testing is critical for quality in agile development. However, this activity may be misleading when a test suite is insufficiently robust for revealing faults. Particularly, refactoring faults can be tricky and difficult to detect. Coverage analysis is a standard practice to evaluate fault detection capability of test suites. However, there is usually a low correlation between coverage and fault detection. In this paper, we present an exploratory study on the use of coverage data of mostly impacted code elements to identify shortcomings in a test suite. We consider three real open source projects and their original test suites. The results show that a test suite not directly calling the refactored method and/or its callers increases the chance of missing the fault. Additional analysis of branch coverage on test cases shows that there are higher chances of detecting a refactoring fault when branch coverage is high. These results give evidence that a combination of impact analysis with branch coverage could be highly effective in detecting faults introduced by refactoring edits. Furthermore, we propose a statistic model that evidences the correlation of coverage over certain code elements and the suite's capability of revealing refactoring faults. © 2016 Elsevier Inc.", , ,10.1016/j.jss.2016.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959125153&doi=10.1016%2fj.jss.2016.02.001&partnerID=40&md5=ee22a473614dc1f6b432d42b992e6268, 
Experimental and numerical study of MILD combustion in a lab-scale furnace,"Huang X., Tummers M.J., Roekaerts D.J.E.M.",Energy Procedia,2017,395,402,,"Mild combustion in a lab-scale furnace has been experimentally and numerically studied. The furnace was operated with Dutch natural gas (DNG) at 10 kW and at an equivalence ratio of 0.8. OH∗chemiluminescence images were taken to characterize the reaction zone. The chemiluminescence intensity is relatively low compared to conventional flames and relatively uniformly distributed in the reaction zone due to the dilution effects of recirculated burnt gases. Visible flames were not observed. To characterize the dilution effects of burnt gases on reactions, flamelets generated with diluted fuel and diluted air, instead of flamelets based on pure fuel and air, were applied in an extended Flamelet Generated Manifold (FGM) approach. Burnt gases at stoichiometric mixture fraction rather than those at global equivalence ratio were considered as diluent, which is more appropriate for furnaces operating at lean condition. The numerical simulations were performed using the open source CFD package-OpenFOAM. © 2017 The Authors. Published by Elsevier Ltd.", , ,10.1016/j.egypro.2017.07.231,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029743391&doi=10.1016%2fj.egypro.2017.07.231&partnerID=40&md5=d82dd10e2f719d9f33aac80cdfaf71c6, 
Intelligent embedded monitoring system of hydraulic CNC machine tool,"Gong D., Xu F., Liu J., Xuan L.",Chemical Engineering Transactions,2017,853,858,,"This paper designs the hydraulic CNC machine tool monitoring system based on the intelligent embedded theory. The mass data generated during the operation of the equipment is collected via the network. The diagnosis expert system is used to interpret these state data to achieve pre-judgment of fault, improve the equipment reliability and reduce the operating cost. The high-frequency network-based servo data sampling technology is developed using FANUC open Focas dynamic link database. The storage and management methods based on big data are studied. The upper layer data management framework is built. Open-source Historian real-time database is used for data mining. Finally, the diagnosis model is established to interpret the abstract data, and establish a relationship with the machine failure mode. The model of servo lean energy consumption is obtained by studying the energy consumption under different modes of CNC machine tool to optimize the energy consumption. Copyright © 2017, AIDIC Servizi S.r.l.", , ,10.3303/CET1762143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043393232&doi=10.3303%2fCET1762143&partnerID=40&md5=c9859091851c649aa3fb7105cd4474ff, 
Simulating flame response to acoustic excitation for an industrial gas turbine combustor,"Xia Y., Morgans A.S., Jones W.P., Han X.","24th International Congress on Sound and Vibration, ICSV 2017",2017,,,,"This work numerically investigates the unsteady heat release rate response of a full-scale industrial gas turbine combustor to acoustic perturbations. The combustor contains a lean technicallypremixed methane/air flame. Two large eddy simulation solvers are compared, the first being the in-house code BOFFIN which employs a reduced 15-step chemical reaction mechanism; the second is based on the open-source CFD toolbox OpenFOAM and applies both 2-step and 4-step reaction mechanisms. Both are incompressible codes, exploiting the fact that the flame responds to hydrodynamic perturbations excited by the acoustics. For the unforced flow-field, the simulation results agree well with the experiments. The flame heat release rate responses are calculated by applying a harmonic forcing velocity upstream to the flame across two forcing amplitudes and eight forcing frequencies. The obtained frequency responses of flame are known as flame describing functions, which are different between the solvers used, especially on their gains. This indicates that for combustors with industrial complexity, more detailed chemistry mechanisms may be necessary. The phase lags of the flame describing functions generally decrease linearly with forcing frequency, being almost independent of the forcing amplitude and the solver used.", , ,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029432072&partnerID=40&md5=5aa2245976836a49dcc3ceb926a3087c, 
A DNS analysis of the correlation of heat release rate with chemiluminescence emissions in turbulent combustion,"Zhang F., Zirwes T., Habisreuther P., Bockhorn H.",High Performance Computing in Science and Engineering '16: Transactions of the High Performance Computing Center Stuttgart (HLRS) 2016,2017,229,243,,"The essential correlation of heat release rate and chemiluminescence emission from turbulent combustion is quantitatively analyzed by means of direct numerical simulation (DNS) of premixed methane/air flames, employing a detailed reaction mechanism with 18 species and 69 elementary reactions, and the mixtureaveraged transport method. One-dimensional freely propagating laminar flames have first been studied for different stoichiometries varying from fuel-lean to fuel-rich conditions. There, the local generation of the chemiluminescent OH* species correlates strongly with the heat released by the combustion reaction, especially in the fuel-lean range. Three-dimensional DNS have then been applied to calculate a synthetically propagating flame front subjected to different turbulent inflow conditions. Joint probability density functions of OH* concentration and heat release rate have been generated from the DNS results, showing a stronger scattering of the correlation curve compared to the corresponding laminar flame. As the chemiluminescence measurement gathers light only along one viewing direction, the line-of-sight integrated values of heat release and OH* concentration have been evaluated from the DNS, where the domain has been decomposed into a number of rays defined by a fixed viewing direction and a specific area. A quasilinear relationship has been identified for these integral values, where the correlation becomes stronger for flames subjected to lower turbulence intensities or larger crosssection areas of the rays. A computational grid with 16 million finite volumes has been used for the DNS of the turbulent flames and the simulations have been performed in parallel with 3, 600 processor cores from the Hazel Hen cluster of HLRS. Scale-up performance of the DNS code, which is based on the open-source program OpenFOAM, has been evaluated. © Springer International Publishing AG 2016. All rights reserved.", , ,10.1007/978-3-319-47066-5_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070946053&doi=10.1007%2f978-3-319-47066-5_16&partnerID=40&md5=8181e88bd6cb14100794c2f896396820, 
Using telephony data to facilitate discovery of clinical workflows,Rucker D.W.,Applied Clinical Informatics,2017,381,395,,"Background: Discovery of clinical workflows to target for redesign using methods such as Lean and Six Sigma is difficult. VoIP telephone call pattern analysis may complement direct observation and EMR-based tools in understanding clinical workflows at the enterprise level by allowing visualization of institutional telecommunications activity. Objective: To build an analytic framework mapping repetitive and high-volume telephone call patterns in a large medical center to their associated clinical units using an enterprise unified communications server log file and to support visualization of specific call patterns using graphical networks. Methods: Consecutive call detail records from the medical center’s unified communications server were parsed to cross-correlate telephone call patterns and map associated phone numbers to a cost center dictionary. Hashed data structures were built to allow construction of edge and node files representing high volume call patterns for display with an open source graph network tool. Results: Summary statistics for an analysis of exactly one week’s call detail records at a large academic medical center showed that 912,386 calls were placed with a total duration of 23,186 hours. Approximately half of all calling called number pairs had an average call duration under 60 seconds and of these the average call duration was 27 seconds. Conclusions: Cross-correlation of phone calls identified by clinical cost center can be used to generate graphical displays of clinical enterprise communications. Many calls are short. The compact data transfers within short calls may serve as automation or re-design targets. The large absolute amount of time medical center employees were engaged in VoIP telecommunications suggests that analysis of telephone call patterns may offer additional insights into core clinical workflows. © Schattauer 2017.", , ,10.4338/ACI-2016-11-RA-0191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018876402&doi=10.4338%2fACI-2016-11-RA-0191&partnerID=40&md5=2695133ec61d7efb11e3641bec9f482e, 
Towards utilization of lean canvas in the devops software,"Nidagundi P., Novickis L.","Vide. Tehnologija. Resursi - Environment, Technology, Resources",2017,107,111,,"The growth of technology made human to depend more on the software applications in his daily life and nowadays software companies focused more on building robust error free software to end customers in very short time. Software development companies facing one side growth of technological complexity and another side build the products fast to win a competition in business. In recent years growth of a DevOps given lot of new growth opportunity for the software companies. DevOps basic principles focused on the collaboration and communication as a key in between software development information technology professional. It is concentrated on the automating the most of the routine tasks such as development, delivery, infrastructure, support, software testing in software development process. DevOps also emphasize on the building, testing and releasing the software more quickly and in a reliable way. © Rezekne Academy of Technologies, Rezekne 2017.", , ,10.17770/etr2017vol2.2522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028402008&doi=10.17770%2fetr2017vol2.2522&partnerID=40&md5=48cf8d032686d1b9154061a37b188ff3, 
LES investigation of two frequency effects on acoustically forced premixed flame,"Han X., Yang J., Mao J.",Fuel,2016,449,459,,"Turbulent lean premixed combustion has high potentials for the development of modern low nitrogen oxide gas turbines. However, it renders the combustor prone to combustion instabilities. The non-linear response of turbulent premixed flame to external acoustic forcing plays a dominant role in the development of combustion instability. The present work describes a numerical study investigating the two frequency effects on the non-linear responses and interactions of lean premixed ethylene/air flame externally forced by strong inlet velocity oscillations. The target case is a bluff body stabilized premixed turbulent flame. Large Eddy Simulation (LES) is performed using a low-Mach number solver based on the open source CFD toolbox, OpenFOAM. The lean combustion is modelled using the Partially Stirred Reactor (PaSR) combustion model combining a reduced two-step chemical reaction mechanism. Both the unforced and forced reactive flows with single frequency forcing are simulated in order to validate the computational method. On the basis, the velocity oscillations are introduced at the inlet with two frequencies, namely the primary frequency of f1=160 Hz and the harmonic frequency of f2=320 Hz. The introduction of second harmonic frequency is found to change the heat release rate fluctuation significantly. With two frequency forcing, the amplitudes of heat release responses at the primary frequency are reduced significantly, up to 70% less than those with single frequency forcing. Also the phase values are reduced/increased a lot depending on the level of second harmonic forcing. At the same time, the heat release rate fluctuations are also reduced responding at the harmonic forcing except one case where both the forcing amplitudes of the two frequencies are small. The physical mechanisms are found to be highly related to the vortex flow structures during the acoustic forcing. The central recirculation region and the side recirculation region which generates the flame shear layers in between have different responses to the acoustic forcing depending on the frequencies and amplitudes. This work implies that LES, in this case via OpenFOAM, can be used to study the heat release responses and flame dynamics in complex cases of combustion instability, such as with two frequency forcing, with good accuracy. © 2016 Elsevier Ltd", , ,10.1016/j.fuel.2016.08.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982843300&doi=10.1016%2fj.fuel.2016.08.005&partnerID=40&md5=3395c15bb53f05f81db9289d44a3583b, 
"A modern, lean deployment of EHR systems: Two lessons from meaningful use in the United States","Inoue A., Zhou D.","2016 5th International Conference on Informatics, Electronics and Vision, ICIEV 2016",2016,1179,1184,,"Electronic Health Record (EHR) Systems dominate healthcare industries in many countries. In the United States, the Obama administration promotes EHR through a significant incentive program, so-called Meaningful Use. This paper shares two important lessons that the majority of stakeholders should have learned as of now, i.e. toward its last phase: (1) significant administrative overhead, and (2) understatement of open source technologies, and proposes a modern, lean deployment of EHR systems with a positive use of open source technologies as a better alternative. We believe that this lean deployment should resolve currently confronting financial and administrative issues while sustaining quality healthcare with its suppressed (or lower) cost. © 2016 IEEE.", , ,10.1109/ICIEV.2016.7760186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007151989&doi=10.1109%2fICIEV.2016.7760186&partnerID=40&md5=2aa6c4ab1992b6d54f4013eb19d91648, 
The Architect's Role in Community Shepherding,"Tamburri D.A., Kazman R., Fahimi H.",IEEE Software,2016,70,79,,"Software architects don't just design architecture components or champion architecture qualities; they often must guide and harmonize the entire community of project stakeholders. The community-shepherding aspects of the architect's role have been gaining attention, given the increasing importance of complex 'organizational rewiring' scenarios such as DevOps, open source strategies, transitions to agile development, and corporate acquisitions. In these scenarios, architects would benefit by having effective models to align communities with architectures. This article discusses the 'smells' indicating that a community isn't functioning efficiently, offers a set of mitigations for those smells, and provides an overview of community types. © 2016 IEEE.", , ,10.1109/MS.2016.144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994403514&doi=10.1109%2fMS.2016.144&partnerID=40&md5=903721c96045a6521a1d30f38a44c46e, 
Computational workflow for the fine-grained analysis of metagenomic samples,"Pérez-Wohlfeil E., Arjona-Medina J.A., Torreno O., Ulzurrun E., Trelles O.",BMC Genomics,2016,,,,"Background: The field of metagenomics, defined as the direct genetic analysis of uncultured samples of genomes contained within an environmental sample, is gaining increasing popularity. The aim of studies of metagenomics is to determine the species present in an environmental community and identify changes in the abundance of species under different conditions. Current metagenomic analysis software faces bottlenecks due to the high computational load required to analyze complex samples. Results: A computational open-source workflow has been developed for the detailed analysis of metagenomes. This workflow provides new tools and datafile specifications that facilitate the identification of differences in abundance of reads assigned to taxa (mapping), enables the detection of reads of low-abundance bacteria (producing evidence of their presence), provides new concepts for filtering spurious matches, etc. Innovative visualization ideas for improved display of metagenomic diversity are also proposed to better understand how reads are mapped to taxa. Illustrative examples are provided based on the study of two collections of metagenomes from faecal microbial communities of adult female monozygotic and dizygotic twin pairs concordant for leanness or obesity and their mothers. Conclusions: The proposed workflow provides an open environment that offers the opportunity to perform the mapping process using different reference databases. Additionally, this workflow shows the specifications of the mapping process and datafile formats to facilitate the development of new plugins for further post-processing. This open and extensible platform has been designed with the aim of enabling in-depth analysis of metagenomic samples and better understanding of the underlying biological processes. © 2016 The Author(s).", , ,10.1186/s12864-016-3063-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992432114&doi=10.1186%2fs12864-016-3063-x&partnerID=40&md5=6ba976243dbcb28257fb589cbc6fdd07, 
Workload characterization for microservices,"Ueda T., Nakaike T., Ohara M.","Proceedings of the 2016 IEEE International Symposium on Workload Characterization, IISWC 2016",2016,85,94,,"The microservice architecture is a new framework to construct a Web service as a collection of small services that communicate with each other. It is becoming increasingly popular because it can accelerate agile software development, deployment, and operation practices. As a result, cloud service providers are expected to host an increasing number of microservices that can generate significant resource pressure on the cloud infrastructure. We want to understand the characteristics of microservice workloads to design an infrastructure optimized for microservices. In this paper, we used Acme Air, an open-source benchmark for Web services, and analyzed the behavior of two versions of the benchmark, microservice and monolithic, for two widely used language runtimes, Node.js and Java. We observed a significant overhead due to the microservice architecture; the performance of the microservice version can be 79.2% lower than the monolithic version on the same hardware configuration. On Node.js, the microservice version consumed 4.22 times more time in the libraries of Node.js than the monolithic version to process one user request. On Java, the microservice version also consumed more time in the application server than the monolithic version. We explain these performance differences from both hardware and software perspectives. We discuss the network virtualization in Docker, an infrastructure for microservices that has nonnegligible impact on performance. These findings give clues to develop optimization techniques in a language runtime and hardware for microservice workloads. © 2016 IEEE.", , ,10.1109/IISWC.2016.7581269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994792149&doi=10.1109%2fIISWC.2016.7581269&partnerID=40&md5=4d5176224c8f26bb71dad3e667e46e66, 
Large Eddy Simulation of an Enclosed Turbulent Reacting Methane Jet with the Tabulated Premixed Conditional Moment Closure Method,"Velez C., Martin S., Jemcov A., Vasu S.",Journal of Engineering for Gas Turbines and Power,2016,,,,"The tabulated premixed conditional moment closure (T-PCMC) method has been shown to provide the capability to model turbulent, premixed methane flames with detailed chemistry and reasonable runtimes in Reynolds-averaged Navier-Stokes (RANS) environment by Martin et al. (2013, ""Modeling an Enclosed, Turbulent Reacting Methane Jet With the Premixed Conditional Moment Closure Method,"" ASME Paper No. GT2013-95092). Here, the premixed conditional moment closure (PCMC) method is extended to large eddy simulation (LES). The new model is validated with the turbulent, enclosed reacting methane backward facing step data from El Banhawy et al. (1983, ""Premixed, Turbulent Combustion of a Sudden-Expansion Flow,"" Combust. Flame, 50, pp. 153-165). The experimental data have a rectangular test section at atmospheric pressure and temperature with an inlet velocity of 10.5 m/s and an equivalence ratio of 0.9 for two different step heights. Contours of major species, velocity, and temperature are provided. The T-PCMC model falls into the class of table lookup turbulent combustion models in which the combustion model is solved offline over a range of conditions and stored in a table that is accessed by the computational fluid dynamic (CFD) code using three controlling variables: the reaction progress variable (RPV), variance, and local scalar dissipation rate. The local scalar dissipation rate is used to account for the affects of the small-scale mixing on the reaction rates. A presumed shape beta function probability density function (PDF) is used to account for the effects of subgrid scale (SGS) turbulence on the reactions. SGS models are incorporated for the scalar dissipation and variance. The open source CFD code OpenFOAM is used with the compressible Smagorinsky LES model. Velocity, temperature, and major species are compared to the experimental data. Once validated, this low ""runtime"" CFD turbulent combustion model will have great utility for designing the next generation of lean premixed (LPM) gas turbine combustors. © 2016 by ASME.", , ,10.1115/1.4032846,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974625469&doi=10.1115%2f1.4032846&partnerID=40&md5=f87ab13d6f7e262727a21699bb12bcfc, 
Porting of micropython to Leon platforms,"George D., De La Llana D.S., Jorge T.","European Space Agency, (Special Publication) ESA SP",2016,,,,"MicroPython is ""a lean and fast implementation of the Python 3 programming language that is optimized to run on a microcontroller (ARM)"". It was developed from scratch by Damien George (using crowd-funding) and it is available under the MIT Open Source license. This paper refers to the porting of MicroPython to Leon hardware for use in space applications.", , ,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994289088&partnerID=40&md5=6c28efec385c9e054228c2347df517d3, 
Using Lehman's laws to validate the software evolution of agile projects,"Kour G., Singh P.","2016 International Conference on Computational Techniques in Information and Communication Technologies, ICCTICT 2016 - Proceedings",2016,90,96,,"The main focus in software system engineering involves problems associated with upgrading, migrating and evolving existing software system systems. Software evolution is a continuous process which includes activities like software improvement, adaptation and correction that arise after the operational release of the software. Most of the empirical research on software evolution has been conducted using software developed using traditional development methods. We perform an empirical study to validate the evolution of software systems built with agile development methodology. A set of product and process metrics were evaluated for one open source software application and two industrial agile projects. The metric data was used to validate the evolution of agile projects within the context of Lehman's laws of software evolution. Our study shows that Lehman's laws of software evolution are supported by the agile software systems. © 2016 IEEE.", , ,10.1109/ICCTICT.2016.7514558,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980407302&doi=10.1109%2fICCTICT.2016.7514558&partnerID=40&md5=ed4e744c860347d1258281c38712c67f, 
From Code to Design: A Reverse Engineering Approach,"Varoy E., Burrows J., Sun J., Manoharan S.","Proceedings of the IEEE International Conference on Engineering of Complex Computer Systems, ICECCS",2016,181,186,,"Understanding existing pieces of software is a challenge faced by many software developers regardless of their experience. This project researches into existing reverse engineering tools used for code comprehension and identifies the limitations of the current approaches. Furthermore, a prototype implementation was developed to extract design models from available source code in order to achieve better program comprehension. The design and implementation of the model extraction tool were defined, with a focus on Java systems and an agile methodology. This tool was realised by extending the existing open source diagrammatic software, UMLet, with a set of features to aid in code comprehension. Finally, the prototype implementation was evaluated against the related tools in the field as well as by a group of professional experts. © 2016 IEEE.", , ,10.1109/ICECCS.2016.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012053642&doi=10.1109%2fICECCS.2016.030&partnerID=40&md5=361334bdf3558e7dd230321c24baea01, 
Automatic generation of TestNG tests cases from UML sequence diagrams in Scrum process,"Elallaoui M., Nafil K., Touahni R.","Colloquium in Information Science and Technology, CIST",2016,65,70,,"Software testing is an important step in the life cycle of agile development, it represents an efficient way to ensure the good functioning of the product. In previous work, we implemented an algorithm that takes as input user stories, and automatically generate UML sequence diagrams. In this work, these UML sequence diagrams are automatically transformed using model to model transformation then model to text transformation. This transformation, which can be applied to obtain test cases, is implemented with AndroMDA, an open source MDA Framework. © 2016 IEEE.", , ,10.1109/CIST.2016.7804972,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010219869&doi=10.1109%2fCIST.2016.7804972&partnerID=40&md5=83f1f55f7dfdd5e37edb716775c3f738, 
A case study in open source innovation: Developing the Tidepool Platform for interoperability in type 1 diabetes management,"Neinstein A., Wong J., Look H., Arbiter B., Quirk K., McCanne S., Sun Y., Blum M., Adi S.",Journal of the American Medical Informatics Association,2016,324,332,,"Objective: Develop a device-agnostic cloud platform to host diabetes device data and catalyze an ecosystem of software innovation for type 1 diabetes (T1D) management. Materials and Methods An interdisciplinary team decided to establish a nonprofit company, Tidepool, and build open-source software. Results: Through a user-centered design process, the authors created a software platform, the Tidepool Platform, to upload and host T1D device data in an integrated, device-agnostic fashion, as well as an application (""app""), Blip, to visualize the data. Tidepool's software utilizes the principles of modular components, modern web design including REST APIs and JavaScript, cloud computing, agile development methodology, and robust privacy and security. Discussion: By consolidating the currently scattered and siloed T1D device data ecosystem into one open platform, Tidepool can improve access to the data and enable new possibilities and efficiencies in T1D clinical care and research. The Tidepool Platform decouples diabetes apps from diabetes devices, allowing software developers to build innovative apps without requiring them to design a unique back-end (e.g., database and security) or unique ways of ingesting device data. It allows people with T1D to choose to use any preferred app regardless of which device(s) they use. Conclusion: The authors believe that the Tidepool Platform can solve two current problems in the T1D device landscape: 1) limited access to T1D device data and 2) poor interoperability of data from different devices. If proven effective, Tidepool's open source, cloud model for health data interoperability is applicable to other healthcare use cases. © The Author 2015.", , ,10.1093/jamia/ocv104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963734499&doi=10.1093%2fjamia%2focv104&partnerID=40&md5=e1a82dc7ecb8c334d3d746f2b5fbee9a, 
