Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Software Development as a Decision-Oriented Process,0,Jarkko HyysaloMarkus KelantiJari LehtoPasi KuvajaMarkku Oivo,Software Business. Towards Continuous Value Delivery,2014,,,,,,,,10.1007/978-3-319-08738-2_10,http://link.springer.com/chapter/10.1007/978-3-319-08738-2_10,
A Method to Support the Adoption of Reuse Technology in Large Software Organizations,0,Luiz AmorimManoel MendonÃ§a,Software Reuse: Bridging with Social-Awareness,2016,,,,,,,,10.1007/978-3-319-35122-3_6,http://link.springer.com/chapter/10.1007/978-3-319-35122-3_6,
Models@run.time: a guided tour of the state of the art and research challenges,0,Nelly BencomoSebastian GÃ¶tzHui Song,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-018-00712-x,http://link.springer.com/article/10.1007/s10270-018-00712-x,
SulleyEX: A Fuzzer for Stateful Network Protocol,0,Rui MaTianbao ZhuChangzhen HuChun ShanXiaolin Zhao,Network and System Security,2017,,,,,,,,10.1007/978-3-319-64701-2_26,http://link.springer.com/chapter/10.1007/978-3-319-64701-2_26,
Google Android: An Updated Security Review,0,Yuval FledelAsaf ShabtaiDennis PotashnikYuval Elovici,"Mobile Computing, Applications, and Services",2012,,,,,,,,10.1007/978-3-642-29336-8_29,http://link.springer.com/chapter/10.1007/978-3-642-29336-8_29,
Requirement-Based Deployment of Applications in Calvin,0,Ola AngelsmarkPer Persson,Interoperability and Open-Source Solutions for the Internet of Things,2017,,,,,,,,10.1007/978-3-319-56877-5_5,http://link.springer.com/chapter/10.1007/978-3-319-56877-5_5,
Security Oracle Based on Tree Kernel Methods,0,Andrea AvanciniMariano Ceccato,"Trustworthy Eternal Systems via Evolving Software, Data and Knowledge",2013,,,,,,,,10.1007/978-3-642-45260-4_3,http://link.springer.com/chapter/10.1007/978-3-642-45260-4_3,
Graph-Based Software Framework for Implementation of Complex Computational Methods,0,A. P. SokolovA. Yu. Pershin,Programming and Computer Software,2019,,,,,,,,10.1134/S0361768819050062,http://link.springer.com/article/10.1134/S0361768819050062,
Orchestrating SOA Using Requirement Specifications and Domain Ontologies,0,Manoj BhatChunyang YeHans-Arno Jacobsen,Service-Oriented Computing,2014,,,,,,,,10.1007/978-3-662-45391-9_30,http://link.springer.com/chapter/10.1007/978-3-662-45391-9_30,
Designing an Unobtrusive Analytics Framework for Monitoring Java Applications,0,Sampo SuonsyrjÃ¤Tommi Mikkonen,Software Measurement,2015,,,,,,,,10.1007/978-3-319-24285-9_11,http://link.springer.com/chapter/10.1007/978-3-319-24285-9_11,
Semantic hierarchies for extracting modeling and connecting compliance requirements in information security control standards,0,Matthew L. HaleRose F. Gamble,Requirements Engineering,2019,,,,,,,,10.1007/s00766-017-0287-5,http://link.springer.com/article/10.1007/s00766-017-0287-5,
Ontology-Based Semantic Modeling for Automated Identification of Damage Mechanisms in Process Plants,0,Andika RachmanR. M. Chandima Ratnayake,Collaborative Networks of Cognitive Systems,2018,,,,,,,,10.1007/978-3-319-99127-6_39,http://link.springer.com/chapter/10.1007/978-3-319-99127-6_39,
An Industrial Case Study on Measuring the Quality of the Requirements Scoping Process,0,Krzysztof WnukMarkus BorgSardar Muhammad Sulaman,Product-Focused Software Process Improvement,2016,,,,,,,,10.1007/978-3-319-49094-6_34,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_34,
IBS: Intrusion Block System a General Security Module for elearning Systems,0,Alessio ContiAndrea SterbiniMarco Temperini,Digital Information and Communication Technology and Its Applications,2011,,,,,,,,10.1007/978-3-642-22027-2_41,http://link.springer.com/chapter/10.1007/978-3-642-22027-2_41,
Business Models and the Internet of Things (Extended Abstract),0,Elgar FleischMarkus WeinbergerFelix Wortmann,Interoperability and Open-Source Solutions for the Internet of Things,2015,,,,,,,,10.1007/978-3-319-16546-2_2,http://link.springer.com/chapter/10.1007/978-3-319-16546-2_2,
Prioritizing Corrective Maintenance Activities for Android Applications: An Industrial Case Study on Android Crash Reports,0,Valentina LenarduzziAlexandru Cristian StanDavide TaibiGustavs VentersMarkus Windegger,Software Quality: Methods and Tools for Better Software and Systems,2018,,,,,,,,10.1007/978-3-319-71440-0_8,http://link.springer.com/chapter/10.1007/978-3-319-71440-0_8,
DEMC: A Deep Dual-Encoder Network for Denoising Monte Carlo Rendering,0,Xin YangDawei WangWenbo HuLi-Jing ZhaoBao-Cai YinQiang ZhangXiao-Peng WeiHongbo Fu,Journal of Computer Science and Technology,2019,,,,,,,,10.1007/s11390-019-1964-2,http://link.springer.com/article/10.1007/s11390-019-1964-2,
Software Product Innovation Through Startup Experimentation in Large Companies,0,Henry Edison,Product-Focused Software Process Improvement,2016,,,,,,,,10.1007/978-3-319-49094-6_65,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_65,
Performance Regression Unit Testing: AÂ CaseÂ Study,0,VojtÄ›ch HorkÃ½FrantiÅ¡ek HaasJaroslav KotrÄMartin LacinaPetr TÅ¯ma,Computer Performance Engineering,2013,,,,,,,,10.1007/978-3-642-40725-3_12,http://link.springer.com/chapter/10.1007/978-3-642-40725-3_12,
The Double-Effect Approach to Serious Games in Higher Education: Students Designing and Developing Serious Games for Other Students,0,Peter MayrHarald BendlFrauke MÃ¶rike,Games and Learning Alliance,2016,,,,,,,,10.1007/978-3-319-40216-1_5,http://link.springer.com/chapter/10.1007/978-3-319-40216-1_5,
VMI Based Automated Real-Time Malware Detector for Virtualized Cloud Environment,0,M. A. Ajay KumaraC. D. Jaidhar,"Security, Privacy, and Applied Cryptography Engineering",2016,,,,,,,,10.1007/978-3-319-49445-6_16,http://link.springer.com/chapter/10.1007/978-3-319-49445-6_16,
Practical Attacks on Virtual Worlds,0,Graham HiliSheila CobourneKeith MayesKonstantinos Markantonakis,Risks and Security of Internet and Systems,2015,,,,,,,,10.1007/978-3-319-17127-2_12,http://link.springer.com/chapter/10.1007/978-3-319-17127-2_12,
Forensic Analysis on QEMU,0,N. Chandra ShekarWilson Naik Bhukya,Computational Intelligence and Information Technology,2011,,,,,,,,10.1007/978-3-642-25734-6_138,http://link.springer.com/chapter/10.1007/978-3-642-25734-6_138,
A Graph-Based Cloud Architecture for Big Stream Real-Time Applications in the Internet of Things,0,Laura BelliSimone CiraniGianluigi FerrariLorenzo MelegariMarco Picone,Advances in Service-Oriented and Cloud Computing,2015,,,,,,,,10.1007/978-3-319-14886-1_10,http://link.springer.com/chapter/10.1007/978-3-319-14886-1_10,
Are We There Yet? 20 Years of Industrial Theorem Proving with SPARK,0,Roderick ChapmanFlorian Schanda,Interactive Theorem Proving,2014,,,,,,,,10.1007/978-3-319-08970-6_2,http://link.springer.com/chapter/10.1007/978-3-319-08970-6_2,
ALEX: Mixed-Mode Learning of Web Applications at Ease,0,Alexander BainczykAlexander SchieweckMalte IsbernerTiziana MargariaJohannes NeubauerBernhard Steffen,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",2016,,,,,,,,10.1007/978-3-319-47169-3_51,http://link.springer.com/chapter/10.1007/978-3-319-47169-3_51,
Multi-level Adaptations in a CloudWave Infrastructure: A Telco Use Case,0,Dario BruneoFrancesco LongoBoris Moltchanov,Advances in Service-Oriented and Cloud Computing,2016,,,,,,,,10.1007/978-3-319-33313-7_13,http://link.springer.com/chapter/10.1007/978-3-319-33313-7_13,
Enabling the Development of Cognitive Effective Visual DSLs,0,David GranadaJuan M. VaraVeronica A. BollatiEsperanza Marcos,Model-Driven Engineering Languages and Systems,2014,,,,,,,,10.1007/978-3-319-11653-2_33,http://link.springer.com/chapter/10.1007/978-3-319-11653-2_33,
The Implementation of ISO/IEC 29110 Software Engineering Standards and Guides in Very Small Entities,0,Claude Y. LaporteRory V. Oâ€™ConnorLuis HernÃ¡n GarcÃ­a Paucar,Evaluation of Novel Approaches to Software Engineering,2016,,,,,,,,10.1007/978-3-319-30243-0_9,http://link.springer.com/chapter/10.1007/978-3-319-30243-0_9,
Structured Collaborative Tagging: Is It Practical for Web Service Discovery?,0,Maciej GawineckiGiacomo CabriMarcin PaprzyckiMaria Ganzha,Web Information Systems and Technologies,2011,,,,,,,,10.1007/978-3-642-22810-0_6,http://link.springer.com/chapter/10.1007/978-3-642-22810-0_6,
A Comparative Study between Dynamic Web Scripting Languages,0,Alok RanjanRajeev KumarJoydip Dhar,Data Engineering and Management,2012,,,,,,,,10.1007/978-3-642-27872-3_43,http://link.springer.com/chapter/10.1007/978-3-642-27872-3_43,
Detecting and Escaping Infinite Loops with Jolt,0,Michael CarbinSasa MisailovicMichael KlingMartin C. Rinard,ECOOP 2011 â€“ Object-Oriented Programming,2011,,,,,,,,10.1007/978-3-642-22655-7_28,http://link.springer.com/chapter/10.1007/978-3-642-22655-7_28,
Use potential and showstoppers of models in automotive requirements engineering,0,Grischa LiebelMatthias TichyEric Knauss,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-018-0683-4,http://link.springer.com/article/10.1007/s10270-018-0683-4,
Empirical Challenges in the Implementation of IT Portfolio Management: A Survey in Three Companies,0,Lucy Ellen LwakatarePasi KuvajaHarri HaapasaloArto Tolonen,Advanced Information Systems Engineering,2015,,,,,,,,10.1007/978-3-319-19069-3_28,http://link.springer.com/chapter/10.1007/978-3-319-19069-3_28,
TEAM: A Tool for Eco Additive Manufacturing to Optimize Environmental Impact in Early Design Stages,0,Laverne FlorianeBottacini EnricoSegonds FrÃ©dÃ©ricPerry NicolasDâ€™Antonio GianlucaChiabert Paolo,Product Lifecycle Management to Support Industry 4.0,2018,,,,,,,,10.1007/978-3-030-01614-2_67,http://link.springer.com/chapter/10.1007/978-3-030-01614-2_67,
Accelerating Web-Entrepreneurship in Local Incubation Environments,0,Carlos AgostinhoFenareti LampathakiRicardo Jardim-GoncalvesOscar Lazaro,Advanced Information Systems Engineering Workshops,2015,,,,,,,,10.1007/978-3-319-19243-7_19,http://link.springer.com/chapter/10.1007/978-3-319-19243-7_19,
Modelling Population Dynamics Using Grid Systems,0,Roberto BarbutiAntonio CeroneAndrea Maggiolo-SchettiniPaolo MilazzoSuryana Setiawan,"Information Technology and Open Source: Applications for Education, Innovation, and Sustainability",2014,,,,,,,,10.1007/978-3-642-54338-8_14,http://link.springer.com/chapter/10.1007/978-3-642-54338-8_14,
Impulse Noise Mitigation for OFDM by Time-Frequency Spreading,0,Jiri BlumensteinRoman MarsalekAles ProkesChristoph MecklenbrÃ¤uker,Multiple Access Communcations,2013,,,,,,,,10.1007/978-3-319-03871-1_2,http://link.springer.com/chapter/10.1007/978-3-319-03871-1_2,
Dynamic Load Sharing to Maximize Resource Utilization Within Cloud Federation,0,Md. S. Q. Zulkar NineMd. Abul Kalam AzadSaad AbdullahNova Ahmed,Cloud Computing and Big Data,2015,,,,,,,,10.1007/978-3-319-28430-9_10,http://link.springer.com/chapter/10.1007/978-3-319-28430-9_10,
Insecure Query Processing in the Delay/Fault Tolerant Mobile Sensor Network (DFT-MSN) and Mobile Peer to Peer Network,0,Rahul JohariNeelima Gupta,Advances in Network Security and Applications,2011,,,,,,,,10.1007/978-3-642-22540-6_43,http://link.springer.com/chapter/10.1007/978-3-642-22540-6_43,
Beddernet: Application-Level Platform-Agnostic MANETs,0,Rasmus Sidorovs GohsSigurÃ°ur Rafn GunnarssonArne John Glenstrup,Distributed Applications and Interoperable Systems,2011,,,,,,,,10.1007/978-3-642-21387-8_13,http://link.springer.com/chapter/10.1007/978-3-642-21387-8_13,
Tool for Sun Power Calculation for Solar Systems,0,Michal PaluchRadoslav FasugaMartin Nemec,Digital Information Processing and Communications,2011,,,,,,,,10.1007/978-3-642-22389-1_5,http://link.springer.com/chapter/10.1007/978-3-642-22389-1_5,
Defining App Stores: The Role of Curated Marketplaces in Software Ecosystems,0,Slinger JansenEwoud Bloemendal,Software Business. From Physical Products to Software Services and Solutions,2013,,,,,,,,10.1007/978-3-642-39336-5_19,http://link.springer.com/chapter/10.1007/978-3-642-39336-5_19,
Runtime Monitoring in Continuous Deployment by Differencing Execution Behavior Model,0,Monika GuptaAtri MandalGargi DasguptaAlexander Serebrenik,Service-Oriented Computing,2018,,,,,,,,10.1007/978-3-030-03596-9_58,http://link.springer.com/chapter/10.1007/978-3-030-03596-9_58,
Multi-device UI Development for Task-Continuous Cross-Channel Web Applications,0,Enes YigitbasThomas KernPatrick UrbanStefan Sauer,Current Trends in Web Engineering,2016,,,,,,,,10.1007/978-3-319-46963-8_10,http://link.springer.com/chapter/10.1007/978-3-319-46963-8_10,
Cloud Search Based Applications for Big Data - Challenges and Methodologies for Acceleration,0,George SuciuAna Maria SticlanCristina ButcaAlexandru VulpeAlexandru StancuSimona Halunga,Adaptive Resource Management and Scheduling for Cloud Computing,2015,,,,,,,,10.1007/978-3-319-28448-4_13,http://link.springer.com/chapter/10.1007/978-3-319-28448-4_13,
Software as a Medium for Understanding Human Behavior,0,Joshua PooreEmily VincentLaura Mariano,"Human-Computer Interaction. User Interface Design, Development and Multimodality",2017,,,,,,,,10.1007/978-3-319-58071-5_5,http://link.springer.com/chapter/10.1007/978-3-319-58071-5_5,
Empower a Teamâ€™s Product Vision with LEGOÂ® SERIOUS PLAYÂ®,0,Danielle PichlisStefanie HofemannMikko RaatikainenJuho SorvettulaCalle Stenholm,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_15,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_15,
Improving user productivity in modeling tools by explicitly modeling workflows,0,Miguel GamboaEugene Syriani,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-018-0678-1,http://link.springer.com/article/10.1007/s10270-018-0678-1,
Application of PLM for Bio-Medical Imaging in Neuroscience,0,Marianne AllanicAlexandre DuruptMarc JoliotBenoÃ®t EynardPhilippe Boutinaud,Product Lifecycle Management for Society,2013,,,,,,,,10.1007/978-3-642-41501-2_52,http://link.springer.com/chapter/10.1007/978-3-642-41501-2_52,
Supporting LIFE: Mobile Health Application for Classifying,0,Yvonne Oâ€™ ConnorVictoria HardyCiara HeavinJoe GallagherJohn Oâ€™ Donoghue,Treating and Monitoring Disease Outbreaks of Sick Children in Developing Countries,2015,,,,,,,,10.1007/978-3-319-18714-3_24,http://link.springer.com/chapter/10.1007/978-3-319-18714-3_24,
Agnostic Informatics System of Systems: The Open ISoS Services Framework,0,A. Luis OsÃ³rioAdam BelloumHamideh AfsarmaneshLuis M. Camarinha-Matos,Collaboration in a Data-Rich World,2017,,,,,,,,10.1007/978-3-319-65151-4_37,http://link.springer.com/chapter/10.1007/978-3-319-65151-4_37,
A Process Deviation Analysis â€“ A Case Study,0,Jo SwinnenBenoÃ®t DepaireMieke J. JansKoen Vanhoof,Business Process Management Workshops,2012,,,,,,,,10.1007/978-3-642-28108-2_8,http://link.springer.com/chapter/10.1007/978-3-642-28108-2_8,
Measuring the effect of clone refactoring on the size of unit test cases in object-oriented software: an empirical study,0,Mourad BadriLinda BadriOussama HachemaneAlexandre Ouellet,Innovations in Systems and Software Engineering,2019,,,,,,,,10.1007/s11334-019-00334-6,http://link.springer.com/article/10.1007/s11334-019-00334-6,
Using Ontologies of Software: Example of R Functions Management,0,Pascal NeveuCaroline DomergJuliette FabreVincent NÃ©greEmilie GennariAnne TireauOlivier CorbyCatherine Faron-ZuckerIsabelle Mirbel,Resource Discovery,2012,,,,,,,,10.1007/978-3-642-27392-6_4,http://link.springer.com/chapter/10.1007/978-3-642-27392-6_4,
A method for testing and validating executable statechart models,0,Tom MensAlexandre DecanNikolaos I. Spanoudakis,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-018-0676-3,http://link.springer.com/article/10.1007/s10270-018-0676-3,
Managing design-time uncertainty,0,Michalis FamelisMarsha Chechik,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-017-0594-9,http://link.springer.com/article/10.1007/s10270-017-0594-9,
MoDeS3: Model-Based Demonstrator for Smart and Safe Cyber-Physical Systems,0,AndrÃ¡s VÃ¶rÃ¶sMÃ¡rton BÃºrIstvÃ¡n RÃ¡thÃkos HorvÃ¡thZoltÃ¡n MicskeiLÃ¡szlÃ³ BaloghBÃ¡lint HegyiBenedek HorvÃ¡thZsolt MÃ¡zlÃ³DÃ¡niel VarrÃ³,NASA Formal Methods,2018,,,,,,,,10.1007/978-3-319-77935-5_31,http://link.springer.com/chapter/10.1007/978-3-319-77935-5_31,
Web Based File Transmission System for Delivery of E-Training Contents,0,Yu-Doo KimMohan KimIl-Young Moon,"Computer Applications for Database, Education, and Ubiquitous Computing",2012,,,,,,,,10.1007/978-3-642-35603-2_40,http://link.springer.com/chapter/10.1007/978-3-642-35603-2_40,
Stress-testing remote model querying APIs for relational and graph-based stores,0,Antonio Garcia-DominguezKonstantinos BarmpisDimitrios S. KolovosRan WeiRichard F. Paige,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-017-0606-9,http://link.springer.com/article/10.1007/s10270-017-0606-9,
Industrial Adoption of Model-Driven Engineering: Are the Tools Really the Problem?,0,Jon WhittleJohn HutchinsonMark RouncefieldHÃ¥kan BurdenRogardt Heldal,Model-Driven Engineering Languages and Systems,2013,,,,,,,,10.1007/978-3-642-41533-3_1,http://link.springer.com/chapter/10.1007/978-3-642-41533-3_1,
Microscope: Pinpoint Performance Issues with Causal Graphs in Micro-service Environments,0,Jinjin LinPengfei ChenZibin Zheng,Service-Oriented Computing,2018,,,,,,,,10.1007/978-3-030-03596-9_1,http://link.springer.com/chapter/10.1007/978-3-030-03596-9_1,
Web Service Test Evolution,0,Harry M. Sneed,Software Quality. The Future of Systems- and Software Development,2016,,,,,,,,10.1007/978-3-319-27033-3_12,http://link.springer.com/chapter/10.1007/978-3-319-27033-3_12,
eFisioTrack: A Telerehabilitation Platform for Monitoring Prescribed Therapeutic Exercises in Orthopaedic Injuries,0,JoaquÃ­n GarcÃ­aDaniel RuizAntonio SorianoOscar MarÃ­nSergio HernÃ¡ndezSegismundo FerrairÃ³,Ambient Assisted Living and Home Care,2012,,,,,,,,10.1007/978-3-642-35395-6_57,http://link.springer.com/chapter/10.1007/978-3-642-35395-6_57,
Theoretical foundations and implementation of business process diagramsâ€™ complexity management technique based on highlights,0,Gregor JoÅ¡tMarjan HeriÄkoGregor PolanÄiÄ,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-017-0618-5,http://link.springer.com/article/10.1007/s10270-017-0618-5,
HOL Light QE,0,Jacques CaretteWilliam M. FarmerPatrick Laskowski,Interactive Theorem Proving,2018,,,,,,,,10.1007/978-3-319-94821-8_13,http://link.springer.com/chapter/10.1007/978-3-319-94821-8_13,
Model Based Rapid Prototyping and Evolution of Web Application,0,Emanuele FalzoneCarlo Bernaschina,Web Engineering,2018,,,,,,,,10.1007/978-3-319-91662-0_43,http://link.springer.com/chapter/10.1007/978-3-319-91662-0_43,
Dynamic Analysis Techniques to Reverse Engineer Mobile Applications,0,Philippe DugerdilRoland Sako,Software Technologies,2016,,,,,,,,10.1007/978-3-319-30142-6_14,http://link.springer.com/chapter/10.1007/978-3-319-30142-6_14,
Modeling Variabilities from Software Process Lines with Compositional and Annotative Techniques: A Quantitative Study,0,Fellipe A. AleixoUirÃ¡ KuleszaEdson A. Oliveira Junior,Product-Focused Software Process Improvement,2013,,,,,,,,10.1007/978-3-642-39259-7_14,http://link.springer.com/chapter/10.1007/978-3-642-39259-7_14,
WebMate: Generating Test Cases for Web 2.0,0,Valentin DallmeierMartin BurgerTobias OrthAndreas Zeller,Software Quality. Increasing Value in Software and Systems Development,2013,,,,,,,,10.1007/978-3-642-35702-2_5,http://link.springer.com/chapter/10.1007/978-3-642-35702-2_5,
A Comparative Study of Manual and Automated Refactorings,0,Stas NegaraNicholas ChenMohsen VakilianRalph E. JohnsonDanny Dig,ECOOP 2013 â€“ Object-Oriented Programming,2013,,,,,,,,10.1007/978-3-642-39038-8_23,http://link.springer.com/chapter/10.1007/978-3-642-39038-8_23,
Towards GPGPU Assisted Computing in Virtualized Environments,0,Thilo SchmittAlexander WeggerleChristian HimpelPeter Schulthess,Euro-Par 2010 Parallel Processing Workshops,2011,,,,,,,,10.1007/978-3-642-21878-1_80,http://link.springer.com/chapter/10.1007/978-3-642-21878-1_80,
Improving the Runtime-Processing of Test Cases for Component Adaptation,0,Dominic SeiffertOliver Hummel,Safe and Secure Software Reuse,2013,,,,,,,,10.1007/978-3-642-38977-1_6,http://link.springer.com/chapter/10.1007/978-3-642-38977-1_6,
DIME: A Programming-Less Modeling Environment for Web Applications,0,Steve BoÃŸelmannMarkus FrohmeDawid KopetzkiMichael LybecaitStefan NaujokatJohannes NeubauerDominic WirknerPhilip ZweihoffBernhard Steffen,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",2016,,,,,,,,10.1007/978-3-319-47169-3_60,http://link.springer.com/chapter/10.1007/978-3-319-47169-3_60,
Design Management: A Collaborative Design Solution,0,Maged ElaasarJames Conallen,Modelling Foundations and Applications,2013,,,,,,,,10.1007/978-3-642-39013-5_12,http://link.springer.com/chapter/10.1007/978-3-642-39013-5_12,
A Survey on Graph Processing Accelerators: Challenges and Opportunities,0,Chuang-Yi GuiLong ZhengBingsheng HeCheng LiuXin-Yu ChenXiao-Fei LiaoHai Jin,Journal of Computer Science and Technology,2019,,,,,,,,10.1007/s11390-019-1914-z,http://link.springer.com/article/10.1007/s11390-019-1914-z,
BackStreamDB: A Distributed System for Backbone Traffic Monitoring Providing Arbitrary Measurements in Real-Time,0,Christian LyraCarmem S. HaraElias P. Duarte Jr.,Passive and Active Measurement,2012,,,,,,,,10.1007/978-3-642-28537-0_5,http://link.springer.com/chapter/10.1007/978-3-642-28537-0_5,
Development of Fuzzy Cognitive Map for Optimizing E-learning Course,0,Vasiliy S. Kireev,Data Analytics and Management in Data Intensive Domains,2017,,,,,,,,10.1007/978-3-319-57135-5_4,http://link.springer.com/chapter/10.1007/978-3-319-57135-5_4,
Engineering Context-Adaptive UIs for Task-Continuous Cross-Channel Applications,0,Enes YigitbasStefan Sauer,Human-Centered and Error-Resilient Systems Development,2016,,,,,,,,10.1007/978-3-319-44902-9_18,http://link.springer.com/chapter/10.1007/978-3-319-44902-9_18,
A Flexible System for Ontology Matching,0,DuyHoa NgoZohra BellahseneRemi Coletta,IS Olympics: Information Systems in a Diverse World,2012,,,,,,,,10.1007/978-3-642-29749-6_6,http://link.springer.com/chapter/10.1007/978-3-642-29749-6_6,
Cloud Standby: Disaster Recovery of Distributed Systems in the Cloud,0,Alexander LenkStefan Tai,Service-Oriented and Cloud Computing,2014,,,,,,,,10.1007/978-3-662-44879-3_3,http://link.springer.com/chapter/10.1007/978-3-662-44879-3_3,
Extending HARM to make Test Cases for Penetration Testing,0,Aparna VegendlaThea Marie SÃ¸gaardGuttorm Sindre,Advanced Information Systems Engineering Workshops,2016,,,,,,,,10.1007/978-3-319-39564-7_24,http://link.springer.com/chapter/10.1007/978-3-319-39564-7_24,
Experiences from Monitoring Effects of Architectural Changes,0,Ulf AsklundMartin HÃ¶stKrzysztof Wnuk,Software Quality. The Future of Systems- and Software Development,2016,,,,,,,,10.1007/978-3-319-27033-3_7,http://link.springer.com/chapter/10.1007/978-3-319-27033-3_7,
DataMock: An Agile Approach for Building Data Models from User Interface Mockups,0,JosÃ© MatÃ­as RiveroJuliÃ¡n GrigeraDamiano DistanteFrancisco MonteroGustavo Rossi,Software & Systems Modeling,2019,,,,,,,,10.1007/s10270-017-0586-9,http://link.springer.com/article/10.1007/s10270-017-0586-9,
Server Virtualization: To Optimizing Messaging Services by Configuring Front-End and Back-End Topology Using Exchange Server in Virtual Environments,0,R. AnandT. Deenadayalan,Information Technology and Mobile Communication,2011,,,,,,,,10.1007/978-3-642-20573-6_84,http://link.springer.com/chapter/10.1007/978-3-642-20573-6_84,
Towards Functional Requirements Analytics,0,Zouhir DjilaniNabila BerkaniLadjel Bellatreche,"Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques",2016,,,,,,,,10.1007/978-3-319-47166-2_25,http://link.springer.com/chapter/10.1007/978-3-319-47166-2_25,
People Analytics in Software Development,0,Leif SingerMargaret-Anne StoreyFernando Figueira FilhoAlexey ZagalskyDaniel M. German,Grand Timely Topics in Software Engineering,2017,,,,,,,,10.1007/978-3-319-60074-1_6,http://link.springer.com/chapter/10.1007/978-3-319-60074-1_6,
MIKELANGELO: MIcro KErneL virtualizAtioN for hiGh pErfOrmance cLOud and HPC Systems,0,Nico StruckmannYosandra SandovalNadav Harâ€™ElFang ChenShiqing FanJustin ÄŒinkeljGregor BergincPeter ChronzNiv GilboaGabriel ScalosubKalman MethJohn Kennedy,Advances in Service-Oriented and Cloud Computing,2018,,,,,,,,10.1007/978-3-319-79090-9_15,http://link.springer.com/chapter/10.1007/978-3-319-79090-9_15,
Acceleration of CFD Engineering Software on GPU and MIC,0,Yang LiuLiang Deng,Algorithms and Architectures for Parallel Processing,2015,,,,,,,,10.1007/978-3-319-27161-3_77,http://link.springer.com/chapter/10.1007/978-3-319-27161-3_77,
ConSMutate: SQL Mutants for Guiding Concolic Testing of Database Applications,0,Tanmoy SarkarSamik BasuJohnny S. Wong,Formal Methods and Software Engineering,2012,,,,,,,,10.1007/978-3-642-34281-3_32,http://link.springer.com/chapter/10.1007/978-3-642-34281-3_32,
Linking between Personal Smart Spaces,0,Sarah GallacherElizabeth PapadopoulouNick K. TaylorM. Howard WilliamsFraser R. Blackmun,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",2012,,,,,,,,10.1007/978-3-642-29154-8_49,http://link.springer.com/chapter/10.1007/978-3-642-29154-8_49,
An Adaptive Management Mechanism for Resource Scheduling in Multiple Virtual Machine System,0,Jian WanLaurence T. YangYunfa LiXianghua XuNaixue Xiong,Autonomic and Trusted Computing,2011,,,,,,,,10.1007/978-3-642-23496-5_5,http://link.springer.com/chapter/10.1007/978-3-642-23496-5_5,
Time and Cost-Efficient Modeling and Generation of Large-Scale TPCC/TPCE/TPCH Workloads,0,Christina DelimitrouSriram SankarBadriddine KhessibKushagra VaidChristos Kozyrakis,"Topics in Performance Evaluation, Measurement and Characterization",2012,,,,,,,,10.1007/978-3-642-32627-1_11,http://link.springer.com/chapter/10.1007/978-3-642-32627-1_11,
FOL-Mine - A More Efficient Method for Mining Web Access Pattern,0,A. RajimolG. Raju,Advances in Computing and Communications,2011,,,,,,,,10.1007/978-3-642-22714-1_27,http://link.springer.com/chapter/10.1007/978-3-642-22714-1_27,
Automated and Transparent Model Fragmentation for Persisting Large Models,0,Markus ScheidgenAnatolij ZubowJoachim FischerThomas H. Kolbe,Model Driven Engineering Languages and Systems,2012,,,,,,,,10.1007/978-3-642-33666-9_8,http://link.springer.com/chapter/10.1007/978-3-642-33666-9_8,
A Comparative Study of Incremental Constraint Solving Approaches in Symbolic Execution,0,Tianhai LiuMateus AraÃºjoMarcelo dâ€™AmorimMana Taghdiri,Hardware and Software: Verification and Testing,2014,,,,,,,,10.1007/978-3-319-13338-6_21,http://link.springer.com/chapter/10.1007/978-3-319-13338-6_21,
File Integrity Monitor Scheduling Based on File Security Level Classification,0,Zul Hilmi AbdullahNur Izura UdzirRamlan MahmodKhairulmizam Samsudin,Software Engineering and Computer Systems,2011,,,,,,,,10.1007/978-3-642-22191-0_16,http://link.springer.com/chapter/10.1007/978-3-642-22191-0_16,
Scattered Feature Space for Malware Analysis,0,P. VinodV. LaxmiM. S. Gaur,Advances in Computing and Communications,2011,,,,,,,,10.1007/978-3-642-22709-7_55,http://link.springer.com/chapter/10.1007/978-3-642-22709-7_55,
